Bank,Title,Description,Published At
KOTAK,"RBI Bars Kotak Bank From Issuing New Credit Cards, Onboarding Customers via Online Banking Channel",Mumbai: The Reserve Bank of India (RBI) on Wednesday barred private lender Kotak Mahindra Bank from onboarding new customers through its online and mobile banking channels and issuing fresh credit...,2024-04-24T10:53:00Z
KOTAK,"RBI bars Kotak Mahindra Bank from adding new customers via web, mobile app","RBI said it found serious deficiencies and non-compliances in IT inventory management, patch and change management, user access management, vendor risk management, data security",2024-04-23T18:30:00Z
KOTAK,RBI bars Kotak Mahindra Bank from adding new customers; Is your money in the bank safe?,"The RBI has barred the private sector lender from new issuances due to deficiencies in the bank's IT system in 2022 and 2023, according to the latest statement.",2024-04-23T18:30:00Z
KOTAK,"Why has RBI barred Kotak Mahindra Bank from onboarding new customers via online, mobile channels?","In addition to barring the onboarding of new customers via online channels, the RBI has also forbidden Kotak Mahindra Bank from issuing new credit cards.",2024-04-23T18:30:00Z
KOTAK,Day trading stocks to buy: IHC to ITC - Anand Rathi expert recommends three shares to buy today - April 12,"Day trading stocks to buy: Ganesh Dongre of Anand Rathi has recommended three shares to buy today — ITC, IHC, and Kotak Mahindra Bank",2024-04-11T18:30:00Z
KOTAK,"Veritas Finance picks bankers for ₹2,000-crore IPO","The lender has appointed investment banks Kotak Mahindra Capital Co., Jefferies, HDFC and ICICI Securities to help it with the issue.",2024-04-11T18:30:00Z
KOTAK,Uday Kotak of Kotak Bank shows THIS wild card as he warns to be ready for turbulence,"Uday Kotak of Kotak Mahindra Bank, warns investors should brace for potential global turbulence ahead as the US inflation print has come higher than expected which could delay the US Fed rate cuts.",2024-04-10T18:30:00Z
KOTAK,"Stocks to buy: ICICI Bank, IndusInd Bank and SBI - top stock picks among banks from Motilal Oswal ahead of Q4 results","Stocks to buy: ICICI Bank, Axis Bank and Kotak Mahindra Bank are expected to see a 7-11 bps moderation in NIM, while it expects flat NIMs for HDFC Bank, RBL Bank, SBI, IndusInd Bank and Union Bank of India.",2024-04-07T18:30:00Z
KOTAK,"ADIA, Kotak to invest ₹2,001 crore in four housing projects of Prestige Group",This investment marks ADIA's maiden venture into India's residential real estate market,2024-03-31T18:30:00Z
KOTAK,"IPO, private equity markets set to witness an upsurge: Experts","Despite recent stellar gains, the Indian stock market is optimistically priced, as per Nilesh Shah, managing director, Kotak Mahindra Asset Management, at Mint India Investment Summit 2024",2024-03-29T18:30:00Z
KOTAK,Kotak Mahindra Bank Acquires Sonata Finance for Rs 537 Crore; Details Here,"With this acquisition, Sonata has become a wholly-owned subsidiary of Kotak Mahindra Bank, Kotak Bank Acquires Sonata Finance for Rs 537 Crore; Details Here",2024-03-28T07:51:44Z
KOTAK,Kotak firm’s Rs 60 crore donation to BJP coincided with crucial RBI decisions on Kotak Mahindra Bank,The Kotak firm did not donate to any other political party.,2024-03-28T03:30:00Z
KOTAK,Kotak firm’s Rs 60 crore donation to BJP coincided with crucial RBI decisions on Kotak Mahindra Bank,The Kotak firm did not donate to any other political party.,2024-03-28T02:28:09Z
KOTAK,"Kotak Mahindra Bank share price up by 1%, after Company acquires Sonata Finance in ₹537 crore deal","As previously communicated in February 2023 and October 2023, the Kotak Mahindra Bank had expressed its intention to acquire Sonata Finance. Now finalized, this acquisition brings Sonata's extensive microfinance network under the Kotak Mahindra Bank umbrella.",2024-03-27T18:30:00Z
KOTAK,India Shelter share price jumps 5% after Kotak initiates coverage on stock with a buy call,"India Shelter share price surged after Kotak Securities initiated coverage with a buy recommendation, setting a target price of ₹685.",2024-03-27T18:30:00Z
KOTAK,"Dr Lal Pathlabs, Metropolis shares gain on Kotak Equities' rating upgrades, target price raise","Kotak Institutional Equities upgrades Dr Lal Pathlabs to Add and increases fair value to ₹2,360, while maintaining Reduce rating for Metropolis Healthcare at ₹1,600. The brokerage sees improved pricing patterns in diagnostics and believes in the leadership team of Dr Lal Pathlabs.",2024-03-25T18:30:00Z
KOTAK,"IRB Infrastructure Developers share price jumps nearly 10% after Kotak upgrades rating to ‘Add’, ups target price","IRB Infrastructure Developers' share price surged 10% after Kotak Institutional Equities upgraded the stock to 'Add' from 'Sell'. The stock is expected to extend its bounce from the strong support of 89EMA, with resistance at 65–68 and support at 52, according to technical analysts.",2024-03-20T18:30:00Z
KOTAK,Uday Kotak sees Bitcoin rise as Argentina battles inflation,"Bitcoin purchases in Argentina surged to near 20-month highs on Lemon, the country's top retail crypto exchange. Uday Kotak said, ‘When countries manage macro badly, savers move to protect value of their savings. Traditionally it was gold. Now bitcoin too!’",2024-03-19T18:30:00Z
KOTAK,"Inflation to ease, FY24 GDP growth seen at 6.6%: Kotak Bank chief economist Upasna Bhardwaj","While certain sectors like power, hospitality, and electronics would likely propel growth, reviving consumer demand in rural areas could pose challenges",2024-03-19T18:30:00Z
KOTAK,Mumbai’s Bandra Kurla Complex More Expensive Than Manhattan? Uday Kotak Thinks So,Unreal Estate,2024-03-19T11:31:36Z
KOTAK,"IndiGo share price hits record high; Kotak remains positive, sees a 30% upside in stock","IndiGo share price: As of the March 18 close, IndiGo share price has gained about 72 per cent in the last one year. Equity benchmark Sensex has gained 25 per cent in the same period.",2024-03-18T18:30:00Z
KOTAK,Uday Kotak in awe after New York commercial property price cut puts rate at half of Mumbai's BKC,Uday Kotak was responding to a social media user who posted that a New York commercial office building was sold at ₹16000 per sq ft — less than half of the going rate at Mumbai's BKC.,2024-03-17T18:30:00Z
KOTAK,Why has Kotak Mahindra Bank stock’s valuation de-rated?,Rising competitive intensity across business verticals has led to continuous de-rating in Kotak’s valuation over the last two years.,2024-03-14T18:30:00Z
KOTAK,"LTIMindtree shares: Kotak Equities cuts target price, says correction required to price in integration, demand risks","LITMindtree’s management team is still robust, with plenty of reputed senior persons, with large experience in scaling business units in Tier 1 organizations, the brokerage firm said.",2024-03-13T18:30:00Z
KOTAK,"Stock market today: BSE Midcap, Smallcap jump over 1% each; what should you do?","According to Kotak Institutional Equities, most mid and smallcap stocks are still trading at lofty valuations despite the sharp correction in recent weeks.",2024-03-13T18:30:00Z
KOTAK,Don’t chase stock market trends for short-term gains: Nilesh Shah,"Kotak Mahindra AMC MD Nilesh Shah tells Mint that the nominal GDP on CPI will be in low double digits for FY24 and FY25, supporting low double-digit earnings growth",2024-03-10T18:30:00Z
KOTAK,Buy or sell: Osho Krishan of Angel One recommends buying HDFC Life and Kotak Mahindra Bank stock today,Buy or sell stocks: Osho Krishan has recommended two stocks to buy today - HDFC Life Insurance Company Ltd and Kotak Mahindra Bank Ltd.,2024-03-06T18:30:00Z
KOTAK,"Stocks to buy: Kotak Mahindra Bank, Bata India, among Anand Rathi’s emerging stock picks","Stocks to buy: For the month of March, Anand Rathi’s stocks to buy include Kotak Mahindra Bank and Bata India, which it believes to give up to 5% - 15% returns within a timeframe of 30 to 90 days.",2024-03-06T18:30:00Z
KOTAK,Too many regulatory guardrails could impede growth rate: Uday Kotak,"New Delhi, Veteran banker Uday Kotak on Tuesday said that too much regulatory guardrails could impede economic growth and halt India's journey towards a developed",2024-03-05T08:24:00Z
